Norm,Agent1,Agent2,Agent1_Stance,Agent2_Stance,Status
A new rule in Data Privacy suggests that violators should face legal consequences for non-compliance.,Agent1,Agent2,disagree,disagree,defended
A new rule in Data Privacy suggests that violators should face legal consequences for non-compliance.,Agent1,Agent3,disagree,disagree,defended
A new rule in Data Privacy suggests that violators should face legal consequences for non-compliance.,Agent2,Agent1,disagree,disagree,defended
A new rule in Data Privacy suggests that violators should face legal consequences for non-compliance.,Agent2,Agent3,disagree,disagree,defended
A new rule in Data Privacy suggests that violators should face legal consequences for non-compliance.,Agent3,Agent1,disagree,disagree,defended
A new rule in Data Privacy suggests that violators should face legal consequences for non-compliance.,Agent3,Agent2,disagree,disagree,defended
"In the context of Animal Rights, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent2,disagree,disagree,defended
"In the context of Animal Rights, the norm states that this effort should not compromise personal freedoms.",Agent1,Agent3,disagree,agree,attack
"In the context of Animal Rights, the norm states that this effort should not compromise personal freedoms.",Agent2,Agent1,disagree,disagree,defended
"In the context of Animal Rights, the norm states that this effort should not compromise personal freedoms.",Agent2,Agent3,disagree,agree,attack
"In the context of Animal Rights, the norm states that this effort should not compromise personal freedoms.",Agent3,Agent1,agree,disagree,attack
"In the context of Animal Rights, the norm states that this effort should not compromise personal freedoms.",Agent3,Agent2,agree,disagree,attack
A new rule in Freedom of Speech suggests that violators should face legal consequences for non-compliance.,Agent1,Agent2,disagree,neutral,neutral
A new rule in Freedom of Speech suggests that violators should face legal consequences for non-compliance.,Agent1,Agent3,disagree,agree,attack
A new rule in Freedom of Speech suggests that violators should face legal consequences for non-compliance.,Agent2,Agent1,neutral,disagree,neutral
A new rule in Freedom of Speech suggests that violators should face legal consequences for non-compliance.,Agent2,Agent3,neutral,agree,neutral
A new rule in Freedom of Speech suggests that violators should face legal consequences for non-compliance.,Agent3,Agent1,agree,disagree,attack
A new rule in Freedom of Speech suggests that violators should face legal consequences for non-compliance.,Agent3,Agent2,agree,neutral,neutral
"In the context of Freedom of Speech, the norm states that organizations are required to disclose their related activities publicly.",Agent1,Agent2,disagree,neutral,neutral
"In the context of Freedom of Speech, the norm states that organizations are required to disclose their related activities publicly.",Agent1,Agent3,disagree,agree,attack
"In the context of Freedom of Speech, the norm states that organizations are required to disclose their related activities publicly.",Agent2,Agent1,neutral,disagree,neutral
"In the context of Freedom of Speech, the norm states that organizations are required to disclose their related activities publicly.",Agent2,Agent3,neutral,agree,neutral
"In the context of Freedom of Speech, the norm states that organizations are required to disclose their related activities publicly.",Agent3,Agent1,agree,disagree,attack
"In the context of Freedom of Speech, the norm states that organizations are required to disclose their related activities publicly.",Agent3,Agent2,agree,neutral,neutral
